customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaymentMethod,MonthlyCharges,Churn
CUST101272,Female,0.0,Yes,Yes,10.0,No,No,Yes,No,No internet service,One year,Bank transfer (automatic),74.12,No
CUST101273,Female,0.0,No,Yes,37.0,Yes,Fiber optic,No internet service,Yes,Yes,Month-to-month,Credit card (automatic),23.65,No
CUST101274,Female,0.0,Yes,,28.0,Yes,No,No internet service,Yes,Yes,Month-to-month,Bank transfer (automatic),119.77,No
CUST101275,Female,0.0,Yes,Yes,35.0,Yes,DSL,No,Yes,No,Month-to-month,Electronic check,96.09,No
CUST101276,Female,0.0,Yes,No,27.0,Yes,DSL,,Yes,No,Two year,Mailed check,117.67,Yes
CUST101277,Female,0.0,Yes,Yes,2.0,Yes,Fiber optic,No internet service,Yes,,Month-to-month,Credit card (automatic),52.29,Yes
CUST101278,Male,0.0,Yes,No,61.0,Yes,No,Yes,Yes,No,One year,Mailed check,30.91,No
CUST101279,Female,0.0,Yes,No,38.0,Yes,No,No internet service,Yes,No,Two year,Credit card (automatic),94.09,No
CUST101280,Female,0.0,Yes,Yes,43.0,Yes,No,No internet service,No,,Month-to-month,Bank transfer (automatic),93.19,Yes
CUST101281,Female,0.0,,No,37.0,Yes,,No internet service,Yes,No internet service,Two year,Bank transfer (automatic),106.78,No
CUST101282,Male,0.0,Yes,Yes,38.0,Yes,Fiber optic,No,No,Yes,One year,Bank transfer (automatic),18.73,No
CUST101283,Female,0.0,Yes,No,43.0,Yes,DSL,No,No internet service,No internet service,Month-to-month,Credit card (automatic),77.89,No
CUST101284,Male,0.0,Yes,Yes,30.0,No,DSL,Yes,Yes,,Two year,Bank transfer (automatic),32.53,Yes
CUST101285,Male,0.0,Yes,No,9.0,Yes,DSL,No,No internet service,No internet service,Two year,Mailed check,66.85,No
CUST101286,Female,0.0,,Yes,2.0,Yes,No,No internet service,No,No internet service,Month-to-month,Mailed check,119.93,No
CUST101287,Male,1.0,Yes,No,38.0,Yes,No,Yes,No internet service,Yes,Two year,Bank transfer (automatic),94.02,No
CUST101288,Male,0.0,Yes,No,13.0,Yes,No,No internet service,No,No internet service,One year,Electronic check,44.96,No
CUST101289,Female,1.0,No,No,32.0,No,No,No,Yes,Yes,,Bank transfer (automatic),81.74,Yes
CUST101290,Male,0.0,Yes,Yes,43.0,Yes,Fiber optic,No internet service,Yes,No,One year,Mailed check,67.1,No
CUST101291,Female,1.0,Yes,,42.0,Yes,No,Yes,Yes,No internet service,One year,Electronic check,64.23,No
CUST101292,Male,1.0,,Yes,12.0,Yes,DSL,Yes,No internet service,No internet service,Two year,Mailed check,24.66,No
CUST101293,Male,1.0,No,,47.0,Yes,DSL,No internet service,No,Yes,One year,Credit card (automatic),83.79,No
CUST101294,Female,0.0,Yes,No,67.0,Yes,Fiber optic,Yes,No internet service,No internet service,Month-to-month,Credit card (automatic),80.48,Yes
CUST101295,Female,0.0,No,No,26.0,Yes,No,No internet service,No,No,One year,Credit card (automatic),27.24,No
CUST101296,Male,0.0,Yes,Yes,8.0,Yes,Fiber optic,No internet service,No internet service,No,Two year,Credit card (automatic),31.16,No
CUST101297,Female,0.0,No,No,36.0,Yes,Fiber optic,,Yes,No internet service,Two year,Bank transfer (automatic),64.99,No
CUST101298,Female,0.0,No,Yes,44.0,Yes,Fiber optic,No internet service,Yes,No internet service,One year,Bank transfer (automatic),72.91,No
CUST101299,Male,1.0,Yes,Yes,28.0,Yes,Fiber optic,No,No internet service,No,Month-to-month,Electronic check,37.51,Yes
CUST101300,Female,0.0,No,No,43.0,Yes,DSL,No internet service,No internet service,No internet service,Two year,Credit card (automatic),102.84,Yes
CUST101301,Male,0.0,No,Yes,55.0,Yes,DSL,No internet service,No internet service,,Month-to-month,Electronic check,90.29,No
CUST101302,Female,0.0,Yes,Yes,41.0,Yes,Fiber optic,Yes,No internet service,Yes,One year,Credit card (automatic),40.98,No
CUST101303,Female,0.0,No,Yes,57.0,Yes,DSL,Yes,Yes,No internet service,Month-to-month,Electronic check,100.02,No
CUST101304,Female,0.0,No,No,,No,DSL,Yes,No internet service,No,Two year,Credit card (automatic),77.74,No
CUST101305,Female,0.0,No,No,21.0,Yes,Fiber optic,No,No internet service,No internet service,Month-to-month,Electronic check,50.34,Yes
CUST101306,Male,0.0,No,No,39.0,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,Bank transfer (automatic),102.5,No
CUST101307,Male,1.0,Yes,No,18.0,Yes,DSL,No internet service,Yes,Yes,Two year,Credit card (automatic),70.24,No
CUST101308,Male,0.0,No,,71.0,Yes,No,No internet service,No,No internet service,Month-to-month,Bank transfer (automatic),62.6,Yes
CUST101309,Female,0.0,Yes,No,48.0,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,Electronic check,19.62,
CUST101310,Female,0.0,Yes,Yes,29.0,Yes,DSL,Yes,No internet service,Yes,Two year,Credit card (automatic),101.77,No
CUST101311,Male,1.0,No,Yes,55.0,Yes,DSL,No,Yes,No,Month-to-month,Credit card (automatic),46.17,Yes
CUST101312,Female,1.0,No,No,70.0,Yes,DSL,No internet service,No,No internet service,Month-to-month,Bank transfer (automatic),47.62,No
CUST101313,Female,0.0,Yes,No,0.0,Yes,Fiber optic,No,,No internet service,Two year,Credit card (automatic),,No
CUST101314,Female,0.0,Yes,,40.0,Yes,DSL,No,No,No,Two year,Mailed check,26.8,No
CUST101315,Male,0.0,No,Yes,30.0,Yes,No,No internet service,Yes,No,Month-to-month,Bank transfer (automatic),115.36,No
CUST101316,Female,0.0,No,No,54.0,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Credit card (automatic),51.78,No
CUST101317,Female,0.0,,Yes,22.0,Yes,No,Yes,No,No internet service,Month-to-month,Bank transfer (automatic),52.02,Yes
CUST101318,Male,0.0,No,No,23.0,Yes,DSL,No internet service,No,No internet service,Two year,Mailed check,89.31,No
CUST101319,Male,0.0,No,No,55.0,Yes,DSL,Yes,Yes,No internet service,One year,Electronic check,54.82,No
CUST101320,Male,0.0,Yes,No,64.0,Yes,Fiber optic,Yes,No internet service,No,Month-to-month,Bank transfer (automatic),45.63,No
CUST101321,Male,0.0,No,Yes,10.0,Yes,No,Yes,No,No,Two year,Bank transfer (automatic),34.25,No
CUST101322,Female,1.0,Yes,No,44.0,Yes,No,No,No,No,One year,Credit card (automatic),51.86,No
CUST101323,Female,0.0,No,Yes,56.0,No,DSL,No,No internet service,No,One year,Mailed check,117.2,No
CUST101324,Female,0.0,Yes,Yes,11.0,Yes,DSL,No,No internet service,Yes,One year,Bank transfer (automatic),31.37,Yes
CUST101325,Male,0.0,No,Yes,47.0,,Fiber optic,Yes,No,Yes,Month-to-month,Electronic check,113.48,No
CUST101326,Female,1.0,Yes,No,70.0,Yes,Fiber optic,No,Yes,No,Month-to-month,Credit card (automatic),76.58,No
CUST101327,Male,0.0,No,Yes,60.0,No,DSL,No,No,Yes,One year,Credit card (automatic),86.82,No
CUST101328,Female,0.0,Yes,Yes,13.0,Yes,No,Yes,Yes,Yes,Month-to-month,Mailed check,99.16,Yes
CUST101329,Male,0.0,Yes,No,71.0,Yes,No,No,No internet service,No,Month-to-month,Mailed check,22.51,No
CUST101330,Male,0.0,Yes,No,25.0,Yes,Fiber optic,Yes,No internet service,No internet service,Two year,Credit card (automatic),117.39,No
CUST101331,Female,1.0,No,No,34.0,Yes,DSL,No internet service,No internet service,No,One year,Bank transfer (automatic),95.49,
CUST101332,Male,0.0,Yes,No,20.0,Yes,Fiber optic,No,No internet service,No internet service,One year,Bank transfer (automatic),99.81,No
CUST101333,Female,0.0,No,No,50.0,Yes,No,No internet service,No internet service,No,One year,Electronic check,61.42,Yes
CUST101334,Female,0.0,No,No,9.0,Yes,No,No,No internet service,Yes,Month-to-month,Credit card (automatic),78.91,No
CUST101335,Female,0.0,No,No,51.0,Yes,No,No,Yes,No,One year,Electronic check,75.26,No
CUST101336,Female,0.0,Yes,No,3.0,Yes,No,No internet service,No,,Month-to-month,Mailed check,28.01,No
CUST101337,Male,0.0,Yes,Yes,60.0,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Mailed check,37.75,Yes
CUST101338,,,No,Yes,23.0,Yes,,No internet service,Yes,No,One year,Bank transfer (automatic),96.41,No
CUST101339,Male,0.0,Yes,Yes,37.0,Yes,No,Yes,No internet service,Yes,Month-to-month,Electronic check,68.41,No
CUST101340,Female,1.0,Yes,No,16.0,Yes,DSL,No internet service,Yes,No,Month-to-month,Electronic check,36.93,No
CUST101341,Male,,No,No,7.0,Yes,Fiber optic,No internet service,No internet service,Yes,Two year,Bank transfer (automatic),105.46,No
CUST101342,Male,1.0,No,Yes,1.0,Yes,No,No,No internet service,Yes,Month-to-month,Mailed check,35.39,No
CUST101343,Female,0.0,Yes,Yes,70.0,Yes,No,No,Yes,No,Month-to-month,Electronic check,112.18,Yes
CUST101344,Male,0.0,No,No,9.0,Yes,DSL,No,Yes,No,One year,Credit card (automatic),94.99,Yes
CUST101345,Female,0.0,No,No,4.0,Yes,No,No,No internet service,No,Month-to-month,Bank transfer (automatic),101.19,No
CUST101346,,1.0,Yes,No,36.0,Yes,DSL,Yes,No internet service,Yes,Two year,Bank transfer (automatic),69.55,No
CUST101347,Female,0.0,No,Yes,69.0,Yes,DSL,No internet service,No,Yes,Month-to-month,Mailed check,69.22,No
CUST101348,Female,0.0,,No,5.0,No,No,Yes,No internet service,Yes,Two year,Electronic check,,No
CUST101349,Female,0.0,Yes,No,18.0,Yes,DSL,,No internet service,Yes,Month-to-month,Mailed check,113.26,Yes
CUST101350,Male,0.0,Yes,Yes,40.0,Yes,DSL,No,No,No internet service,Month-to-month,Credit card (automatic),57.73,No
CUST101351,Male,1.0,Yes,No,35.0,Yes,No,No,No,Yes,Month-to-month,Credit card (automatic),76.19,Yes
CUST101352,Male,0.0,No,Yes,10.0,Yes,,Yes,Yes,No internet service,Month-to-month,Credit card (automatic),25.4,No
CUST101353,Female,0.0,No,No,68.0,Yes,DSL,No,Yes,No,Two year,Mailed check,38.24,No
CUST101354,Male,0.0,,No,25.0,No,Fiber optic,No internet service,Yes,No internet service,Month-to-month,Credit card (automatic),106.73,No
CUST101355,Male,0.0,Yes,,48.0,Yes,No,Yes,Yes,No internet service,Month-to-month,Electronic check,62.51,No
CUST101356,Male,0.0,Yes,Yes,32.0,Yes,Fiber optic,Yes,No internet service,No,Month-to-month,Bank transfer (automatic),57.19,Yes
CUST101357,Male,1.0,No,No,42.0,Yes,DSL,No internet service,Yes,,Month-to-month,Mailed check,44.82,No
CUST101358,Male,0.0,No,No,65.0,Yes,DSL,Yes,Yes,No,Month-to-month,Electronic check,115.87,No
CUST101359,Male,0.0,No,Yes,23.0,Yes,Fiber optic,No internet service,No,No,Two year,Mailed check,86.89,Yes
CUST101360,Male,0.0,Yes,No,58.0,Yes,DSL,No internet service,No,Yes,One year,Bank transfer (automatic),68.36,No
CUST101361,Male,0.0,No,No,21.0,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),115.4,No
CUST101362,Male,0.0,Yes,Yes,22.0,Yes,DSL,No,No internet service,No,Month-to-month,Credit card (automatic),76.67,No
CUST101363,Male,0.0,Yes,No,2.0,Yes,Fiber optic,No internet service,No,No,Month-to-month,Bank transfer (automatic),112.91,No
CUST101364,Female,1.0,No,Yes,24.0,Yes,DSL,Yes,No,Yes,Month-to-month,Bank transfer (automatic),34.28,Yes
CUST101365,Male,0.0,Yes,No,42.0,Yes,No,Yes,No,No,Month-to-month,Mailed check,59.88,No
CUST101366,Male,0.0,Yes,No,46.0,Yes,DSL,Yes,Yes,Yes,Month-to-month,Credit card (automatic),73.8,No
CUST101367,Male,0.0,,No,30.0,Yes,DSL,No,No,No internet service,Month-to-month,Mailed check,36.23,Yes
CUST101368,Female,0.0,Yes,No,25.0,Yes,DSL,No internet service,No,Yes,Two year,Electronic check,82.75,No
CUST101369,Female,0.0,Yes,Yes,16.0,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Credit card (automatic),93.18,
CUST101370,Female,1.0,No,No,65.0,Yes,No,No internet service,Yes,Yes,Month-to-month,Bank transfer (automatic),42.39,No
CUST101371,Male,0.0,Yes,Yes,27.0,Yes,DSL,No,Yes,No,One year,Electronic check,58.08,No
CUST101372,Male,1.0,No,,22.0,Yes,No,No internet service,No,Yes,Month-to-month,Credit card (automatic),112.66,Yes
CUST101373,Male,0.0,No,No,67.0,Yes,DSL,No internet service,No,No internet service,One year,Bank transfer (automatic),78.09,
CUST101374,Female,0.0,No,Yes,45.0,Yes,DSL,Yes,Yes,No,Month-to-month,Bank transfer (automatic),88.98,No
CUST101375,Female,0.0,Yes,Yes,,Yes,DSL,No,No,No,Month-to-month,Credit card (automatic),99.15,Yes
CUST101376,Female,0.0,No,Yes,,No,No,No,Yes,No,One year,Bank transfer (automatic),40.47,No
CUST101377,Female,1.0,Yes,No,30.0,Yes,Fiber optic,No,No internet service,No,Month-to-month,Credit card (automatic),91.3,No
CUST101378,Female,0.0,Yes,No,52.0,Yes,Fiber optic,No internet service,No,No,Two year,Bank transfer (automatic),,No
CUST101379,Female,0.0,No,No,70.0,Yes,Fiber optic,No,No internet service,No internet service,,Mailed check,115.21,No
CUST101380,Female,0.0,No,No,56.0,Yes,DSL,No internet service,No,Yes,,Electronic check,28.09,No
CUST101381,Male,1.0,Yes,No,33.0,Yes,DSL,No internet service,No,Yes,Month-to-month,Electronic check,39.28,No
CUST101382,Male,0.0,No,,43.0,Yes,No,,No,No,Month-to-month,Electronic check,18.63,No
CUST101383,Female,0.0,Yes,Yes,25.0,Yes,No,Yes,Yes,No internet service,Month-to-month,Mailed check,58.41,No
CUST101384,Male,0.0,No,Yes,32.0,Yes,DSL,No internet service,Yes,Yes,Month-to-month,Mailed check,48.7,No
CUST101385,,1.0,Yes,Yes,27.0,Yes,Fiber optic,No internet service,No internet service,Yes,Two year,Electronic check,77.93,No
CUST101386,Female,0.0,Yes,No,7.0,Yes,No,No internet service,No,,Month-to-month,Mailed check,42.91,No
CUST101387,,0.0,No,No,62.0,Yes,No,Yes,Yes,No internet service,Month-to-month,Bank transfer (automatic),89.41,No
CUST101388,Female,1.0,No,Yes,9.0,Yes,DSL,No internet service,No,No internet service,Month-to-month,Bank transfer (automatic),115.9,No
CUST101389,Female,0.0,No,No,19.0,Yes,,Yes,No,Yes,Month-to-month,Mailed check,28.32,No
CUST101390,Male,0.0,No,Yes,18.0,Yes,Fiber optic,No,No internet service,No,Month-to-month,Credit card (automatic),39.89,Yes
CUST101391,Female,0.0,No,No,15.0,Yes,No,No internet service,,No,Two year,Bank transfer (automatic),37.82,No
CUST101392,Female,0.0,No,No,35.0,Yes,DSL,Yes,No internet service,No,Month-to-month,Bank transfer (automatic),117.85,Yes
CUST101393,Female,0.0,No,Yes,69.0,Yes,DSL,No,No internet service,Yes,Month-to-month,Credit card (automatic),77.26,Yes
CUST101394,Male,,No,Yes,23.0,Yes,No,No,No internet service,,Month-to-month,Credit card (automatic),49.83,No
CUST101395,Female,0.0,Yes,Yes,52.0,Yes,,No,No internet service,No,One year,Electronic check,56.83,Yes
CUST101396,Female,0.0,Yes,No,52.0,Yes,DSL,Yes,No internet service,Yes,One year,Credit card (automatic),100.94,Yes
CUST101397,Female,0.0,No,No,54.0,Yes,,No,Yes,No,One year,Mailed check,94.75,No
CUST101398,Male,0.0,Yes,No,44.0,Yes,No,No internet service,Yes,No,One year,Credit card (automatic),60.7,No
CUST101399,Male,0.0,Yes,No,53.0,Yes,No,Yes,No,No,Two year,Mailed check,47.05,No
CUST101400,Female,0.0,Yes,Yes,54.0,Yes,No,No,No internet service,No,Two year,Bank transfer (automatic),115.67,No
CUST101401,Male,0.0,No,No,49.0,Yes,Fiber optic,No,No internet service,No internet service,Month-to-month,Credit card (automatic),103.31,No
CUST101402,Male,0.0,Yes,No,40.0,Yes,DSL,No,No internet service,No,One year,Mailed check,18.66,Yes
CUST101403,Male,0.0,No,No,6.0,Yes,No,No internet service,Yes,No internet service,One year,Mailed check,69.95,No
CUST101404,Male,0.0,No,,36.0,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Mailed check,22.36,Yes
CUST101405,Male,0.0,Yes,No,54.0,Yes,Fiber optic,Yes,No internet service,No internet service,One year,Electronic check,73.88,Yes
CUST101406,Male,1.0,Yes,No,24.0,Yes,DSL,No internet service,No,,One year,Credit card (automatic),114.21,No
CUST101407,Female,0.0,No,No,17.0,Yes,DSL,No internet service,No,No internet service,Month-to-month,Credit card (automatic),20.04,No
CUST101408,Male,0.0,No,No,42.0,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,49.22,No
CUST101409,Male,0.0,,No,9.0,Yes,Fiber optic,Yes,No internet service,Yes,One year,,69.26,No
CUST101410,Male,0.0,No,Yes,51.0,Yes,DSL,No,No,Yes,Month-to-month,Credit card (automatic),44.11,Yes
CUST101411,Female,0.0,Yes,No,70.0,Yes,No,No internet service,No,Yes,,Bank transfer (automatic),30.35,Yes
CUST101412,Male,0.0,Yes,Yes,34.0,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Bank transfer (automatic),45.63,No
CUST101413,Female,1.0,No,No,2.0,Yes,,No internet service,Yes,Yes,Two year,Mailed check,57.47,No
CUST101414,Female,0.0,Yes,No,19.0,Yes,Fiber optic,No,Yes,Yes,One year,Bank transfer (automatic),49.76,No
CUST101415,Female,0.0,No,Yes,2.0,Yes,No,No internet service,No internet service,No,Month-to-month,Mailed check,119.39,No
CUST101416,Female,0.0,No,Yes,33.0,No,DSL,Yes,No internet service,No internet service,Two year,Electronic check,116.09,No
CUST101417,Male,0.0,Yes,No,22.0,Yes,No,No internet service,No internet service,Yes,Month-to-month,,82.6,Yes
CUST101418,Female,1.0,Yes,Yes,55.0,Yes,No,No internet service,Yes,No,Two year,Credit card (automatic),23.56,Yes
CUST101419,Male,0.0,Yes,No,60.0,Yes,Fiber optic,No internet service,No,Yes,Two year,Bank transfer (automatic),26.0,No
CUST101420,Female,0.0,No,No,31.0,Yes,DSL,Yes,Yes,No,One year,Electronic check,89.35,No
CUST101421,Female,0.0,No,No,70.0,Yes,Fiber optic,No internet service,No internet service,No,Two year,Bank transfer (automatic),86.16,Yes
CUST101422,Female,0.0,Yes,No,32.0,Yes,No,No internet service,Yes,No internet service,Two year,Electronic check,36.34,No
CUST101423,Female,0.0,Yes,Yes,8.0,Yes,DSL,No internet service,No,Yes,Month-to-month,Bank transfer (automatic),108.18,No
CUST101424,Male,0.0,No,Yes,65.0,Yes,No,Yes,No,Yes,Month-to-month,Electronic check,91.41,No
CUST101425,Female,0.0,Yes,Yes,28.0,Yes,DSL,No internet service,No,Yes,Month-to-month,Bank transfer (automatic),38.62,No
CUST101426,Female,0.0,No,No,63.0,No,Fiber optic,No internet service,Yes,Yes,Month-to-month,Mailed check,110.32,Yes
CUST101427,Female,0.0,No,No,,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,Mailed check,93.13,No
CUST101428,Male,0.0,No,No,67.0,Yes,DSL,Yes,No internet service,Yes,Month-to-month,Credit card (automatic),110.6,No
CUST101429,Female,0.0,No,No,46.0,Yes,Fiber optic,No internet service,No internet service,Yes,Month-to-month,Electronic check,108.88,No
CUST101430,Male,0.0,No,Yes,42.0,Yes,Fiber optic,No internet service,No,No,Month-to-month,Credit card (automatic),18.35,Yes
CUST101431,Male,0.0,Yes,Yes,16.0,Yes,DSL,No,No,No,Two year,Credit card (automatic),,No
CUST101432,Male,0.0,Yes,Yes,20.0,No,,No,No internet service,No,Month-to-month,Credit card (automatic),,Yes
CUST101433,Female,1.0,Yes,Yes,23.0,Yes,Fiber optic,No internet service,No,No internet service,One year,Bank transfer (automatic),52.71,No
CUST101434,Male,0.0,Yes,No,22.0,Yes,DSL,No,No,No internet service,Month-to-month,Electronic check,48.42,
CUST101435,Male,0.0,No,No,42.0,Yes,Fiber optic,No internet service,No internet service,,Month-to-month,Credit card (automatic),70.29,No
CUST101436,Male,0.0,Yes,No,,Yes,DSL,No internet service,No internet service,Yes,Month-to-month,Bank transfer (automatic),104.34,No
CUST101437,Female,0.0,Yes,No,2.0,Yes,DSL,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),32.82,No
CUST101438,Male,1.0,No,Yes,44.0,Yes,Fiber optic,Yes,Yes,No internet service,Month-to-month,Mailed check,65.61,No
CUST101439,Female,0.0,No,Yes,54.0,No,No,Yes,No internet service,No internet service,Month-to-month,Credit card (automatic),105.09,No
CUST101440,Female,0.0,Yes,No,31.0,Yes,Fiber optic,No internet service,Yes,No internet service,Month-to-month,Electronic check,65.68,No
CUST101441,Female,1.0,No,Yes,19.0,No,Fiber optic,Yes,,No internet service,Two year,Bank transfer (automatic),45.43,No
CUST101442,Female,0.0,Yes,No,31.0,Yes,No,No internet service,No internet service,No,Month-to-month,Bank transfer (automatic),75.23,No
CUST101443,Male,0.0,Yes,Yes,59.0,Yes,Fiber optic,No,Yes,No,Month-to-month,Credit card (automatic),19.67,Yes
CUST101444,Male,0.0,Yes,Yes,65.0,Yes,No,No internet service,No,No internet service,Two year,Credit card (automatic),64.32,Yes
CUST101445,Male,0.0,No,Yes,49.0,Yes,Fiber optic,No,No internet service,No,Month-to-month,Credit card (automatic),71.57,Yes
CUST101446,Female,0.0,No,Yes,34.0,Yes,DSL,No,Yes,No internet service,One year,Bank transfer (automatic),40.51,No
CUST101447,Female,0.0,No,Yes,46.0,,Fiber optic,Yes,No internet service,No internet service,Month-to-month,Mailed check,43.63,Yes
CUST101448,Female,0.0,Yes,Yes,48.0,Yes,Fiber optic,,Yes,No,One year,Bank transfer (automatic),28.57,No
CUST101449,Male,0.0,No,No,55.0,Yes,Fiber optic,Yes,No,No,Month-to-month,Mailed check,109.13,Yes
CUST101450,Male,0.0,Yes,No,10.0,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),23.0,No
CUST101451,Male,0.0,,No,5.0,Yes,No,Yes,Yes,Yes,Month-to-month,Mailed check,108.96,No
CUST101452,Male,0.0,No,Yes,,Yes,DSL,No internet service,No internet service,No,One year,Credit card (automatic),115.92,No
CUST101453,Male,0.0,Yes,Yes,18.0,No,No,No internet service,Yes,No,Month-to-month,Electronic check,76.65,Yes
CUST101454,Female,0.0,No,No,44.0,Yes,Fiber optic,Yes,No internet service,No internet service,Month-to-month,Electronic check,108.97,Yes
CUST101455,Male,0.0,No,Yes,37.0,No,,No,Yes,Yes,Month-to-month,Electronic check,71.11,No
CUST101456,Female,0.0,Yes,No,66.0,No,DSL,,No,Yes,One year,Mailed check,21.49,No
CUST101457,Male,0.0,No,No,55.0,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,43.29,Yes
CUST101458,Male,0.0,Yes,Yes,10.0,Yes,DSL,No internet service,No,Yes,One year,Bank transfer (automatic),117.06,No
CUST101459,Female,0.0,No,Yes,61.0,Yes,No,No,No,No internet service,Two year,Electronic check,100.97,No
CUST101460,Female,0.0,Yes,No,55.0,Yes,DSL,No internet service,No,Yes,Month-to-month,Credit card (automatic),118.27,No
CUST101461,Male,0.0,Yes,No,27.0,Yes,Fiber optic,Yes,No,No,One year,,,No
CUST101462,Male,0.0,Yes,No,4.0,Yes,DSL,No internet service,No internet service,Yes,Two year,Credit card (automatic),,No
CUST101463,Male,0.0,No,Yes,57.0,Yes,DSL,No internet service,No,Yes,One year,Credit card (automatic),45.14,Yes
CUST101464,Female,0.0,Yes,Yes,13.0,Yes,No,,,No internet service,One year,Credit card (automatic),102.27,No
CUST101465,Male,1.0,Yes,,15.0,Yes,DSL,No internet service,No,No,Two year,Electronic check,38.6,No
CUST101466,Female,0.0,No,No,33.0,Yes,No,Yes,No,No internet service,Two year,Bank transfer (automatic),80.0,No
CUST101467,Male,0.0,No,No,5.0,No,No,Yes,,No internet service,Month-to-month,Bank transfer (automatic),109.76,No
CUST101468,Female,1.0,No,No,,Yes,No,No internet service,No,No internet service,One year,Electronic check,101.09,No
CUST101469,Male,1.0,No,Yes,17.0,Yes,Fiber optic,No internet service,No internet service,Yes,Month-to-month,Credit card (automatic),61.12,Yes
CUST101470,Female,0.0,,Yes,3.0,Yes,No,Yes,Yes,No internet service,Month-to-month,Credit card (automatic),57.76,
CUST101471,Female,0.0,No,No,65.0,No,No,No internet service,No internet service,No,Month-to-month,Mailed check,78.64,No
CUST101472,Male,1.0,No,Yes,18.0,Yes,No,No internet service,Yes,Yes,Month-to-month,Credit card (automatic),62.63,No
CUST101473,Male,0.0,Yes,No,39.0,Yes,Fiber optic,Yes,No internet service,Yes,Month-to-month,Mailed check,46.01,No
CUST101474,Female,0.0,No,No,58.0,Yes,Fiber optic,Yes,No internet service,No,One year,Credit card (automatic),29.54,No
CUST101475,Male,0.0,No,Yes,34.0,Yes,No,Yes,Yes,No internet service,One year,Bank transfer (automatic),49.78,No
CUST101476,Male,0.0,No,Yes,21.0,Yes,,Yes,Yes,No,Two year,Electronic check,,No
CUST101477,Male,0.0,Yes,No,53.0,Yes,Fiber optic,Yes,No internet service,Yes,Month-to-month,Bank transfer (automatic),24.39,No
CUST101478,Male,0.0,Yes,Yes,49.0,Yes,DSL,No internet service,No,No,Month-to-month,Credit card (automatic),109.37,No
CUST101479,Male,0.0,Yes,Yes,0.0,Yes,Fiber optic,Yes,No internet service,No,One year,Mailed check,85.3,No
CUST101480,Male,0.0,No,Yes,58.0,Yes,DSL,No,No internet service,No,Month-to-month,Bank transfer (automatic),116.37,No
CUST101481,Male,0.0,No,Yes,8.0,Yes,DSL,No,No internet service,No,Two year,Mailed check,94.17,No
CUST101482,Male,1.0,No,No,53.0,No,DSL,Yes,No internet service,No,One year,Credit card (automatic),92.5,No
CUST101483,Male,0.0,No,No,7.0,Yes,No,No internet service,No,No,Month-to-month,Credit card (automatic),66.7,No
CUST101484,Male,1.0,No,Yes,4.0,No,No,Yes,No internet service,No,Month-to-month,Bank transfer (automatic),81.17,No
CUST101485,Female,1.0,No,Yes,8.0,Yes,Fiber optic,Yes,Yes,No internet service,One year,,27.78,No
CUST101486,,0.0,No,No,53.0,Yes,Fiber optic,Yes,No,No,Month-to-month,Electronic check,,Yes
CUST101487,Male,0.0,No,Yes,32.0,Yes,DSL,No internet service,No,No internet service,Month-to-month,Credit card (automatic),83.54,No
CUST101488,Male,0.0,No,No,43.0,Yes,DSL,No internet service,No,Yes,Month-to-month,Bank transfer (automatic),67.89,No
CUST101489,Female,1.0,Yes,Yes,20.0,No,DSL,No,Yes,No,One year,Bank transfer (automatic),84.95,No
CUST101490,Male,0.0,No,Yes,8.0,Yes,DSL,No,No internet service,No,One year,Mailed check,100.28,No
CUST101491,Male,0.0,Yes,No,56.0,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,60.44,No
CUST101492,,1.0,Yes,Yes,59.0,No,No,No,Yes,Yes,One year,Electronic check,51.33,No
CUST101493,Male,0.0,No,Yes,60.0,Yes,DSL,No internet service,No,No,,Credit card (automatic),47.95,No
CUST101494,Male,1.0,Yes,No,4.0,Yes,Fiber optic,Yes,No,No internet service,Two year,Mailed check,,No
CUST101495,Male,0.0,No,Yes,66.0,Yes,Fiber optic,No internet service,No internet service,Yes,Month-to-month,Credit card (automatic),,No
CUST101496,Female,0.0,Yes,,39.0,Yes,DSL,No internet service,No internet service,Yes,Month-to-month,Credit card (automatic),100.12,No
CUST101497,Female,0.0,No,No,14.0,Yes,Fiber optic,No internet service,No,Yes,,Electronic check,88.65,No
CUST101498,Male,0.0,Yes,No,14.0,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,Credit card (automatic),103.78,No
CUST101499,Female,0.0,Yes,No,36.0,Yes,No,Yes,No,Yes,Two year,Electronic check,96.08,Yes
